hash,source,init,data,
A6E5809B,CRC2,FFFFFFFF,"nActEm001_02::TripleBreathSingle",
C99D989C,CRC2,FFFFFFFF,"nActEm001_02::TripleBreathBiteCombo",
4DF02F5,CRC2,FFFFFFFF,"nActEm001_02::TripleBreathBiteComboEnd",
20482564,CRC2,FFFFFFFF,"nActEm001_02::DoubleBreathSingle",
C123B0E,CRC2,FFFFFFFF,"nActEm001_02::DoubleBreathBiteCombo",
2651F35,CRC2,FFFFFFFF,"nActEm001_02::DoubleBreathBiteComboEnd",
5C51193A,CRC2,FFFFFFFF,"nActEm001_02::PowerUpStart",
217628AE,CRC2,FFFFFFFF,"nActEm001_02::DamagePowerDownGround",
1E7F1303,CRC2,FFFFFFFF,"nActEm001_02::DamagePowerDownFly",
AF3DB13C,CRC2,FFFFFFFF,"nActEm001_02::ShortDownStepFlyMin",
4D0719A8,CRC2,FFFFFFFF,"nActEm001_02::ShortUpStepFlyMin",
F6052336,CRC2,FFFFFFFF,"cEmActionS<nActEm002_02::MoveSubAction>",
2348EACC,CRC2,FFFFFFFF,"nActEm002_02::MoveSubAction",
85885761,CRC2,FFFFFFFF,"nActEm002_02::SequenceFrontBiteFirst",
ABB092C4,CRC2,FFFFFFFF,"nActEm002_02::SequenceFrontBiteSecond",
8D103216,CRC2,FFFFFFFF,"nActEm002_02::FrontSweepKick",
94D631AF,CRC2,FFFFFFFF,"nActEm002_02::JumpScratch",
F5C83325,CRC2,FFFFFFFF,"nActEm002_02::WarpAroundTailAttack",
AF600ECA,CRC2,FFFFFFFF,"nActEm002_02::BackTurnBreath",
3D862DEC,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathStartBase",
63D18C9C,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathComboBase",
CB0789EB,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathVertical",
B1A81450,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathHorizontal",
7A8E9AE9,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathVerticalStart",
554711B4,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathHorizontalStart",
54CBFF2C,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathVerticalCombo",
7B027471,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathHorizontalCombo",
16622568,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathVerticalEnd",
5DEF7ECD,CRC2,FFFFFFFF,"nActEm002_02::SweepBreathHorizontalEnd",
F14545CF,CRC2,FFFFFFFF,"nActEm002_02::PowerUpStartToFly",
410836C2,CRC2,FFFFFFFF,"nActEm002_02::PowerUpStartFly",
92E2056D,CRC2,FFFFFFFF,"nActEm002_02::DamagePowerDownGround",
4661BA2B,CRC2,FFFFFFFF,"nActEm002_02::DamagePowerDownFly",
6F314B06,CRC2,FFFFFFFF,"nActEm002_02::SnakeTurnAshuComboR",
953E7665,CRC2,FFFFFFFF,"nActEm002_02::SnakeTurnAshuComboL",
9AD0076F,CRC2,FFFFFFFF,"nActEm002_02::ShortDownStepFlyMin",
3BE22095,CRC2,FFFFFFFF,"nActEm002_02::ShortUpStepFlyMin",
9634CF48,CRC2,FFFFFFFF,"cEmActionS<nActEm013::cEm013SubAction>",
7374F452,CRC2,FFFFFFFF,"nActEmCommon::DamageFlyS<nActEm013::cEm013SubAction>",
AA764C72,CRC2,FFFFFFFF,"nActEmCommon::LandingBaseS<nActEm013::cEm013SubAction>",
98B4F901,CRC2,FFFFFFFF,"nActEmCommon::MultiIdleS<nActEm013::cEm013SubAction>",
1B6F53FA,CRC2,FFFFFFFF,"nActEmCommon::WalkBaseS<nActEm013::cEm013SubAction>",
4CDE1CF3,CRC2,FFFFFFFF,"nActEmCommon::TakeOffBaseS<nActEm013::cEm013SubAction>",
A5D2CA50,CRC2,FFFFFFFF,"nActEmCommon::IdleToAngleBlendSequenceS<nActEm013::cEm013SubAction>",
F6E43B6E,CRC2,FFFFFFFF,"nActEmCommon::IdleToAngleBlendSequenceFlyS<nActEm013::cEm013SubAction>",
AE7F81CD,CRC2,FFFFFFFF,"nActEmCommon::SequenceMotionS<nActEm013::cEm013SubAction>",
CB562225,CRC2,FFFFFFFF,"nActEmCommon::CatchMediateS<nActEm013::cEm013SubAction>",
E7A7C80B,CRC2,FFFFFFFF,"nActEmCommon::DirectionalDamageS<nActEm013::cEm013SubAction>",
84541D4C,CRC2,FFFFFFFF,"nActEmCommon::DirectionalDamageFlyS<nActEm013::cEm013SubAction>",
802684EF,CRC2,FFFFFFFF,"nActEmCommon::DamageDownS<nActEm013::cEm013SubAction>",
3269F86E,CRC2,FFFFFFFF,"nActEmCommon::DamageRestraintS<nActEm013::cEm013SubAction>",
C243D19C,CRC2,FFFFFFFF,"nActEmCommon::DamageConditionS<nActEm013::cEm013SubAction>",
C1ED6F99,CRC2,FFFFFFFF,"nActEmCommon::DamageSleepS<nActEm013::cEm013SubAction>",
EC9A0453,CRC2,FFFFFFFF,"nActEmCommon::DamageDownConditionS<nActEm013::cEm013SubAction>",
46EBC977,CRC2,FFFFFFFF,"nActEmCommon::DieFlyS<nActEm013::cEm013SubAction>",
67F49C5C,CRC2,FFFFFFFF,"nActEmCommon::DamageClawGrabCarryS<nActEm013::cEm013SubAction>",
BEA6F69B,CRC2,FFFFFFFF,"nActEmCommon::DamageClawGrabHitWallS<nActEm013::cEm013SubAction>",
4067512C,CRC2,FFFFFFFF,"nActEmCommon::DamageClawGrabHitGimmickS<nActEm013::cEm013SubAction>",
A636F011,CRC2,FFFFFFFF,"cEmSingleActionS<nActEm013::cEm013SubAction>",
DA38C1BA,CRC2,FFFFFFFF,"nActEmCommon::IdleToSingleS<nActEm013::cEm013SubAction>",
376014E4,CRC2,FFFFFFFF,"nActEmCommon::IdleToAngleBlendS<nActEm013::cEm013SubAction>",
CF044432,CRC2,FFFFFFFF,"nActEm013::cEm013SubAction",
D0265120,CRC2,FFFFFFFF,"nActEm013::Em013ActionFunctions",
DD66B399,CRC2,FFFFFFFF,"nActEm013::Em013ActionFunctionsFly",
55F6CB,CRC2,FFFFFFFF,"nActEm013::SingleLeftRightAction",
509B86A0,CRC2,FFFFFFFF,"nActEm013::SingleLeftRightActionFly",
96515DA1,CRC2,FFFFFFFF,"nActEm013::FrontBack2WayAction",
3C435237,CRC2,FFFFFFFF,"nActEm013::LengthBlendAction",
69523F3F,CRC2,FFFFFFFF,"nActEm013::RotateNullFunctions",
660AA461,CRC2,FFFFFFFF,"nActEm013::RotateNullFunctionsFly",
A850AA65,CRC2,FFFFFFFF,"nActEm013::DamageDropBase",
DC5D3288,CRC2,FFFFFFFF,"nActEm013::BlendPosSelectBase",
830A2F9D,CRC2,FFFFFFFF,"nActEm013::BlendPosSelectBaseFly",
CA54439F,CRC2,FFFFFFFF,"nActEm013::BlendCheckWallBase",
5B151D0A,CRC2,FFFFFFFF,"nActEm013::Em013LandingBase",
AD77298B,CRC2,FFFFFFFF,"nActEm013::Em013DamageRestraintFlyBase",
ABAD298A,CRC2,FFFFFFFF,"nActEm013::Em013LoopActReturn",
8AEA859F,CRC2,FFFFFFFF,"nActEm013::FlyUnderBreath",
D8494B24,CRC2,FFFFFFFF,"nActEm013::L2Search",
BB997E1E,CRC2,FFFFFFFF,"nActEm013::L4Search",
AAAF18B,CRC2,FFFFFFFF,"nActEm013::L2Die",
2FC1AE57,CRC2,FFFFFFFF,"nActEm013::L4Die",
FECCAF61,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4",
64B573DE,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2",
58014A9,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2Short",
2C02015F,CRC2,FFFFFFFF,"nActEm013::L2BindVoice",
211C7118,CRC2,FFFFFFFF,"nActEm013::L4BindVoice",
A3F8F7CB,CRC2,FFFFFFFF,"nActEm013::FlyBindVoice",
402ECC64,CRC2,FFFFFFFF,"nActEm013::L2Threat",
23FEF95E,CRC2,FFFFFFFF,"nActEm013::L4Threat",
6FEFD9B0,CRC2,FFFFFFFF,"nActEm013::L4AllAngleBreathL",
5FAE519A,CRC2,FFFFFFFF,"nActEm013::L4AllAngleBreath",
90CC351B,CRC2,FFFFFFFF,"nActEm013::L2Turn",
70EC1779,CRC2,FFFFFFFF,"nActEm013::FlyTurn",
173028AB,CRC2,FFFFFFFF,"nActEm013::L2BackWalk",
9769E75B,CRC2,FFFFFFFF,"nActEm013::L2FarBackWalk",
2A41F636,CRC2,FFFFFFFF,"nActEm013::FlyZigzagBreath",
77C460CE,CRC2,FFFFFFFF,"nActEm013::FlyVerticalBreath",
6CC89549,CRC2,FFFFFFFF,"nActEm013::L2Idle",
E38860E9,CRC2,FFFFFFFF,"nActEm013::L4Idle",
8CE8B72B,CRC2,FFFFFFFF,"nActEm013::FlyIdle",
3D7D5A09,CRC2,FFFFFFFF,"nActEm013::L2Walk",
B23DAFA9,CRC2,FFFFFFFF,"nActEm013::L4Walk",
642A5121,CRC2,FFFFFFFF,"nActEm013::L4BackWalk",
785442BB,CRC2,FFFFFFFF,"nActEm013::L4FarBackWalk",
4BA358CA,CRC2,FFFFFFFF,"nActEm013::L2SwitchFlyTakeOff",
EC97EFC2,CRC2,FFFFFFFF,"nActEm013::L4SwitchFlyTakeOff",
D39313F5,CRC2,FFFFFFFF,"nActEm013::Glide",
791AE7D6,CRC2,FFFFFFFF,"nActEm013::GlideCombat",
705BDDD8,CRC2,FFFFFFFF,"nActEm013::GlideCombatNoUseFlyWay",
776D5DBC,CRC2,FFFFFFFF,"nActEm013::GlideCombatNoDirectMove",
EE2E0E80,CRC2,FFFFFFFF,"nActEm013::GlideCombatUseOnlyGroundNavi",
E41C8A88,CRC2,FFFFFFFF,"nActEm013::GlideDirectMove",
49E54A92,CRC2,FFFFFFFF,"nActEm013::L2Landing",
8F8A4315,CRC2,FFFFFFFF,"nActEm013::L4Landing",
1F8CC0BB,CRC2,FFFFFFFF,"nActEm013::L4Turn",
B7F141B6,CRC2,FFFFFFFF,"nActEm013::L2NearScratch",
A32E565,CRC2,FFFFFFFF,"nActEm013::L2FarScratch",
A0C0AC7F,CRC2,FFFFFFFF,"nActEm013::L2NearSideScratch",
1F570408,CRC2,FFFFFFFF,"nActEm013::L2FarSideScratch",
A29F578B,CRC2,FFFFFFFF,"nActEm013::L2RushStart",
24814524,CRC2,FFFFFFFF,"nActEm013::L2RushLanding",
2D924D33,CRC2,FFFFFFFF,"nActEm013::L2RushLoopR",
9CBBEF39,CRC2,FFFFFFFF,"nActEm013::L2RushEnd",
838BBF63,CRC2,FFFFFFFF,"nActEm013::L2RushTurnStart",
1CF7779E,CRC2,FFFFFFFF,"nActEm013::L2RushTurnLanding",
C86A5DB,CRC2,FFFFFFFF,"nActEm013::L2RushTurnLoopR",
8A04A3D9,CRC2,FFFFFFFF,"nActEm013::L2RushTurnEnd",
5F9D142,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushStart",
3A62A850,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushLanding",
8AF4CBFA,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushLoopR",
E7620D78,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushEnd",
166383B7,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushTurnStart",
D6CC9EEA,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushTurnLanding",
996E990F,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushTurnLoopR",
94E74EAD,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4RushTurnEnd",
AF8127CC,CRC2,FFFFFFFF,"nActEm013::L4RushStart",
DA830017,CRC2,FFFFFFFF,"nActEm013::L4RushLoopL",
208C3D74,CRC2,FFFFFFFF,"nActEm013::L4RushLoopR",
53E947D6,CRC2,FFFFFFFF,"nActEm013::L4RushEndL",
A9E67AB5,CRC2,FFFFFFFF,"nActEm013::L4RushEndR",
7B49F4D5,CRC2,FFFFFFFF,"nActEm013::L4RushTurnStart",
E4BD30E,CRC2,FFFFFFFF,"nActEm013::L4RushTurnLoopL",
F444EE6D,CRC2,FFFFFFFF,"nActEm013::L4RushTurnLoopR",
200ABCB5,CRC2,FFFFFFFF,"nActEm013::L4RushTurnEndL",
DA0581D6,CRC2,FFFFFFFF,"nActEm013::L4RushTurnEndR",
69B1D80,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushStart",
73993A5B,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushLoopL",
89960738,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushLoopR",
F57D583A,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushEndL",
F726559,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushEndR",
9C509281,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushTurnStart",
E952B55A,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushTurnLoopL",
135D8839,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushTurnLoopR",
8141EFBB,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushTurnEndL",
7B4ED2D8,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RushTurnEndR",
CC0CE49C,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4BodyPress",
A252DE9A,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4CounterBodyPress",
A40DF833,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4CounterBreath",
F247293,CRC2,FFFFFFFF,"nActEm013::L2TailSwing",
16324987,CRC2,FFFFFFFF,"nActEm013::L4TailSlam",
C92F4297,CRC2,FFFFFFFF,"nActEm013::L4ShortBite",
E48314C5,CRC2,FFFFFFFF,"nActEm013::L4NearFireBite",
B43C2E32,CRC2,FFFFFFFF,"nActEm013::L4FarFireBite",
61E82C02,CRC2,FFFFFFFF,"nActEm013::L2QuickBreath",
323AE5C1,CRC2,FFFFFFFF,"nActEm013::L2QuickBreathAttackL",
C835D8A2,CRC2,FFFFFFFF,"nActEm013::L2QuickBreathAttackR",
8ED589E2,CRC2,FFFFFFFF,"nActEm013::L4QuickBreath",
AFE6EED2,CRC2,FFFFFFFF,"nActEm013::L4QuickBreathAttackL",
CBEF6605,CRC2,FFFFFFFF,"nActEm013::L4QuickBreathR",
55E9D3B1,CRC2,FFFFFFFF,"nActEm013::L4QuickBreathAttackR",
50F948EC,CRC2,FFFFFFFF,"nActEm013::L2BreathSingle",
E54E68FF,CRC2,FFFFFFFF,"nActEm013::L2BreathMultiStart01",
B39083BB,CRC2,FFFFFFFF,"nActEm013::L2BreathMultiNext01",
7C473945,CRC2,FFFFFFFF,"nActEm013::L2BreathMultiStart02",
2A99D201,CRC2,FFFFFFFF,"nActEm013::L2BreathMultiNext02",
F01C9731,CRC2,FFFFFFFF,"nActEm013::L4BreathSingle",
789263EC,CRC2,FFFFFFFF,"nActEm013::L4BreathMultiStart01",
BDEC3F3E,CRC2,FFFFFFFF,"nActEm013::L4BreathMultiNext01",
E19B3256,CRC2,FFFFFFFF,"nActEm013::L4BreathMultiStart02",
24E56E84,CRC2,FFFFFFFF,"nActEm013::L4BreathMultiNext02",
B56D0576,CRC2,FFFFFFFF,"nActEm013::FlyBreathSingle",
64DBA59A,CRC2,FFFFFFFF,"nActEm013::FlyBreathMultiStart01",
984B2B6F,CRC2,FFFFFFFF,"nActEm013::FlyBreathMultiNext01",
FDD2F420,CRC2,FFFFFFFF,"nActEm013::FlyBreathMultiStart02",
1427AD5,CRC2,FFFFFFFF,"nActEm013::FlyBreathMultiNext02",
A3C02D57,CRC2,FFFFFFFF,"nActEm013::L2BackJumpBreathStart",
2FBD8FE,CRC2,FFFFFFFF,"nActEm013::FlyBackJumpBreathEnd",
65C89CA9,CRC2,FFFFFFFF,"nActEm013::FlyAssaultStart",
3A5FD1F8,CRC2,FFFFFFFF,"nActEm013::FlyAssaultGroundRush",
36391527,CRC2,FFFFFFFF,"nActEm013::FlyAssaultGroundRushR",
1FD0362A,CRC2,FFFFFFFF,"nActEm013::FlyAssaultGroundRushEnd",
8A90F85C,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2AssaultStart",
B586FEAA,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2AssaultGroundRush",
B3D3FCD0,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2AssaultGroundRushR",
9DFB9E66,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2AssaultGroundRushEnd",
2D0F3332,CRC2,FFFFFFFF,"nActEm013::L4ZeroRangeBackBreathStart",
37C2152E,CRC2,FFFFFFFF,"nActEm013::FlyZeroRangeGroundRushOmen",
474471C1,CRC2,FFFFFFFF,"nActEm013::FlyZeroRangeGroundRushL",
BD4B4CA2,CRC2,FFFFFFFF,"nActEm013::FlyZeroRangeGroundRushR",
2298E384,CRC2,FFFFFFFF,"nActEm013::FlySwitchL4ZeroRangeGroundRushEnd",
B0E731F1,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2ZeroRangeBackBreathStart",
8420AEA9,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2ZeroRangeGroundRushOmen",
C56FD98D,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2ZeroRangeGroundRushL",
3F60E4EE,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2ZeroRangeGroundRushR",
CF5291FE,CRC2,FFFFFFFF,"nActEm013::FlySwitchL2ZeroRangeGroundRushEnd",
1D8A5E10,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2HighPowerThreeBreathMultiStart",
F0BA3E4C,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2HighPowerThreeBreathMultiNext",
306651F8,CRC2,FFFFFFFF,"nActEm013::L2HighPowerThreeBreathMultiStart",
1E5A5BB3,CRC2,FFFFFFFF,"nActEm013::L2HighPowerThreeBreathMultiNext",
4E2E84E3,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2ZeroRangeBreath",
34283FC7,CRC2,FFFFFFFF,"nActEm013::L4ZeroRangeBreath",
51FCDC7,CRC2,FFFFFFFF,"nActEm013::L2VerticalEscapeDustExplosionStart",
C74F13B8,CRC2,FFFFFFFF,"nActEm013::L2VerticalEscapeDustExplosionEndL",
3D402EDB,CRC2,FFFFFFFF,"nActEm013::L2VerticalEscapeDustExplosionEndR",
CB191252,CRC2,FFFFFFFF,"nActEm013::L2UnderBreath",
D5FAFF26,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4UnderBreath",
783CA069,CRC2,FFFFFFFF,"nActEm013::L2LineFireShoot",
44708E54,CRC2,FFFFFFFF,"nActEm013::L2SnakeFireShoot",
32145E0A,CRC2,FFFFFFFF,"nActEm013::L2MultiSwingDustExplosion",
31B2704,CRC2,FFFFFFFF,"nActEm013::L2FarDustExplosionStart",
7510CFFD,CRC2,FFFFFFFF,"nActEm013::L2FarDustExplosionEndL",
8F1FF29E,CRC2,FFFFFFFF,"nActEm013::L2FarDustExplosionEndR",
71EA7D84,CRC2,FFFFFFFF,"nActEm013::L4FarDustExplosionStart",
832DCA3B,CRC2,FFFFFFFF,"nActEm013::L4FarDustExplosionEndL",
7922F758,CRC2,FFFFFFFF,"nActEm013::L4FarDustExplosionEndR",
64D14503,CRC2,FFFFFFFF,"nActEm013::L4RangeResetDustExplosionStart",
7137A5AD,CRC2,FFFFFFFF,"nActEm013::L4RangeResetDustExplosionAttack",
E519B910,CRC2,FFFFFFFF,"nActEm013::L4RangeResetDustExplosionEnd",
1BB44698,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RangeResetDustExplosionStart",
16958A62,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RangeResetDustExplosionAttack",
EBC0C159,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2RangeResetDustExplosionEnd",
253B6E41,CRC2,FFFFFFFF,"nActEm013::L4FrontSwingBreath",
CB77EE90,CRC2,FFFFFFFF,"nActEm013::L4BackSwingBreath",
9F68CD79,CRC2,FFFFFFFF,"nActEm013::L2SpecialWideRangeFireShoot",
F7234CBB,CRC2,FFFFFFFF,"nActEm013::L2StageBreathStart",
5017FBB3,CRC2,FFFFFFFF,"nActEm013::L4StageBreathStart",
31FD89EE,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathMoveRot",
E9F5CC31,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathChargeStart",
FEED4388,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathChargeLoop",
F15E63F5,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath1stStart",
E205F05F,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath1stLoop",
7A0E9B83,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath2ndStart",
C456C05,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath2ndLoop",
726FEEFD,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath2ndEnd",
F08489CC,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathReturnStartLoop",
6FCAEA98,CRC2,FFFFFFFF,"nActEm013::L2StageBreathStart02",
F216E18B,CRC2,FFFFFFFF,"nActEm013::L4StageBreathStart02",
4308B368,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathMoveRot02",
431E07AF,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathChargeStart02",
B1E9BF7,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathChargeLoop02",
AAE1B337,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath1stStart02",
970F36F1,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath1stLoop02",
60E29C39,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath2ndStart02",
2EE2B200,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath2ndLoop02",
F1314593,CRC2,FFFFFFFF,"nActEm013::FlyStageBreath2ndEnd02",
E4BA3431,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathReturnStartLoop02",
DD244213,CRC2,FFFFFFFF,"nActEm013::FlyStageBreathFinalMode02",
9B29E825,CRC2,FFFFFFFF,"nActEm013::L2FinalModeStageBreathStart",
A4F73594,CRC2,FFFFFFFF,"nActEm013::L4FinalModeStageBreathStart",
57177C6A,CRC2,FFFFFFFF,"nActEm013::L2SwitchFlyFinalModeStageBreathZeroRangeMoveRot",
2855AFE2,CRC2,FFFFFFFF,"nActEm013::L2SwitchFlyFinalModeStageBreathZeroRangeMoveRotR",
8CD32341,CRC2,FFFFFFFF,"nActEm013::L4SwitchFlyFinalModeStageBreathZeroRangeMoveRot",
843292FD,CRC2,FFFFFFFF,"nActEm013::L4SwitchFlyFinalModeStageBreathZeroRangeMoveRotR",
EFC44ACA,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathMoveRotL",
115AE00F,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathMoveRot",
3474C1EC,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathChargeStartL",
1A181025,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathChargeStart",
AA401F9A,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathChargeLoop",
26731672,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreath1stStart",
C2A299BE,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreath1stLoop",
AD23EE04,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreath2ndStart",
2CE205E4,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreath2ndLoop",
BA83BC88,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreath2ndEnd",
6408AB57,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathReturnStartLoop",
4CAD2073,CRC2,FFFFFFFF,"nActEm013::FlyFinalModeStageBreathEnd",
C06709BF,CRC2,FFFFFFFF,"nActEm013::L2HighGroundBreath",
F6D2DBBE,CRC2,FFFFFFFF,"nActEm013::L2HighGroundZeroRangeBreath",
994B7033,CRC2,FFFFFFFF,"nActEm013::L2HighGroundWideBreath",
29A72668,CRC2,FFFFFFFF,"nActEm013::L2HighGroundBreathForDragonLanceWall",
DBB3370D,CRC2,FFFFFFFF,"nActEm013::L2HighGroundZeroRangeBreathForDragonLanceWall",
D6C1A8A5,CRC2,FFFFFFFF,"nActEm013::L2HighGroundWideBreathForDragonLanceWall",
34DE48FE,CRC2,FFFFFFFF,"nActEm013::L2HighGroundSingleBite",
2161C873,CRC2,FFFFFFFF,"nActEm013::L2HighGroundSingleBiteEnd",
25437BD5,CRC2,FFFFFFFF,"nActEm013::L2HighGroundBite1",
BC4A2A6F,CRC2,FFFFFFFF,"nActEm013::L2HighGroundBite2",
78B2CE88,CRC2,FFFFFFFF,"nActEm013::L2NewCatchAttackStart",
5CFC656F,CRC2,FFFFFFFF,"nActEm013::L2NewCatchAttackTurn",
867FE72A,CRC2,FFFFFFFF,"nActEm013::L2NewCatchAttackLanding",
99D9AA4B,CRC2,FFFFFFFF,"nActEm013::L2NewCatchSuccess",
CCEFF87D,CRC2,FFFFFFFF,"nActEm013::L2NewCatchMediate",
EC09061F,CRC2,FFFFFFFF,"nActEm013::L2NewCatchConst",
71CA5E28,CRC2,FFFFFFFF,"nActEm013::L2NewCatchMiss",
1739649F,CRC2,FFFFFFFF,"nActEm013::L2NewCatchSingleVoice",
39C0248C,CRC2,FFFFFFFF,"nActEm013::L2CatchRelease",
7FAE2353,CRC2,FFFFFFFF,"nActEm013::L2DamageLow",
7059BEB3,CRC2,FFFFFFFF,"nActEm013::L2DamageHigh",
26AFAC7A,CRC2,FFFFFFFF,"nActEm013::L2DamageHead",
72B05314,CRC2,FFFFFFFF,"nActEm013::L4DamageLow",
98EC74F0,CRC2,FFFFFFFF,"nActEm013::L4DamageHigh",
E72F6371,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2DamageHigh",
F054D5C7,CRC2,FFFFFFFF,"nActEm013::FlyDamageLow",
87B41318,CRC2,FFFFFFFF,"nActEm013::FlyDamageHigh",
9DA3CADD,CRC2,FFFFFFFF,"nActEm013::L2DamageDown",
7FBCD64F,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4DamageDown",
7516009E,CRC2,FFFFFFFF,"nActEm013::L4DamageDown",
AD5171F,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2DamageDown",
FE291B2A,CRC2,FFFFFFFF,"nActEm013::FlySwitchL4DamageDown",
EBFD5459,CRC2,FFFFFFFF,"nActEm013::FlySwitchL4NonLoopDamageDown",
3AEE65DD,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4DragonLanceDamageDown",
467AB912,CRC2,FFFFFFFF,"nActEm013::L4DragonLanceDamageDown",
89BF5883,CRC2,FFFFFFFF,"nActEm013::FlySwitchL4DragonLanceDamageDown",
179E46F7,CRC2,FFFFFFFF,"nActEm013::FlySwitchL4DamageFlash",
143BF4BC,CRC2,FFFFFFFF,"nActEm013::L2WeaponsDamageDown",
86BED8A9,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4WeaponsDamageDown",
1A474839,CRC2,FFFFFFFF,"nActEm013::L4WeaponsDamageDown",
B71CB99D,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2WeaponsDamageDown",
BE45CFBF,CRC2,FFFFFFFF,"nActEm013::FlySwitchL4WeaponsDamageDown",
EA5F9101,CRC2,FFFFFFFF,"nActEm013::L2HeadBreakDamageDown",
EF328973,CRC2,FFFFFFFF,"nActEm013::L2SwitchL4HeadBreakDamageDown",
6E7C0CD4,CRC2,FFFFFFFF,"nActEm013::L4HeadBreakDamageDown",
6EAD1AE8,CRC2,FFFFFFFF,"nActEm013::L4SwitchL2HeadBreakDamageDown",
84C4A053,CRC2,FFFFFFFF,"nActEm013::L2DamageRestraint",
